,Caso Noticia,Grado del Delito,Caracterización,Modalidad,Título,Artículo,Procedimiento Abreviado,Tipo de Noticia,Etapa Noticia,Fecha Creación,Año de Creación,Ley,Entidad Receptora,Unidad Receptora,Fecha de la denuncia,Departamento de la denuncia,Municipio de la denuncia,Fecha de los Hechos,Departamento de los Hechos,Municipio de los Hechos,Fecha Última Actuación,Última Actuación
281,sdv-id-EJUPFc,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-07-23 12:58:25,2024,Ley 906,Fiscalía General de la Nación,ESTACION GIRARDOTA                           ,2024-07-28 11:56:37,Antioquia,FRONTINO,2023-09-24 03:53:30,Antioquia,MEDELLÍN,2025-01-12 20:51:59,Registro de informacion formal
282,sdv-id-qYyPqt,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-11 00:14:13,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-12-24 17:56:32,Antioquia,MEDELLÍN,2025-01-06 11:01:20,Antioquia,MEDELLÍN,2024-02-06 02:40:49,Busqueda en bases de datos de acceso publico
283,sdv-id-mEqiDE,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-30 10:58:22,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-07 10:35:15,Risaralda,EL BAGRE,2024-08-05 01:43:16,Antioquia,MEDELLÍN,2025-02-24 05:22:53,Busqueda en bases de datos de acceso publico
284,sdv-id-hjbqhX,AGRAVADO,OTROS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-03-31 09:33:34,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-03-14 18:37:20,Antioquia,MEDELLÍN,2024-10-18 06:05:09,Antioquia,MEDELLÍN,2025-08-06 16:44:10,Sale a fiscal de conocimiento
285,sdv-id-YhizBb,TENTATIVA,OFRECIMIENTO DE SERVICIOS,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-12 04:38:20,2025,Ley 906,Fiscalía General de la Nación,ESTACION CALDAS                              ,2024-07-03 16:51:55,Boyaca,ENVIGADO,2024-11-01 21:10:32,Antioquia,MEDELLÍN,2025-05-02 01:09:42,Registro de informacion formal
286,sdv-id-NGbtrn,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-18 00:44:52,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-01-31 00:02:26,Antioquia,ENVIGADO,2024-06-11 19:31:43,Antioquia,MEDELLÍN,2025-08-16 14:27:26,Obtención de documentos
287,sdv-id-HORBAC,NINGUNO,BIENES MUEBLES,PERMUTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-06-01 17:25:20,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-04-04 16:25:41,Antioquia,MEDELLÍN,2024-05-17 19:10:18,Antioquia,MEDELLÍN,2025-08-05 21:31:39,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
288,sdv-id-CLGsxB,NINGUNO,OFRECIMIENTO DE SERVICIOS,PLAN VACACIONAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2025-02-14 12:04:28,2025,Ley 906,Fiscalía General de la Nación,URI (UNIDAD DE REACCION INMEDIATA) -  TULUÁ,2025-02-12 03:15:57,Risaralda,COPACABANA,2024-04-14 00:34:05,Antioquia,MEDELLÍN,2025-07-04 18:36:32,Obtención de documentos
289,sdv-id-yHjHiX,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-04-27 14:05:31,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-05-12 18:58:24,Antioquia,MEDELLÍN,2025-05-11 18:58:12,Antioquia,MEDELLÍN,2025-08-07 02:38:35,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
290,sdv-id-mswmuy,NINGUNO,OFRECIMIENTO DE SERVICIOS,PLAN VACACIONAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-03-22 11:30:45,2023,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-07-19 10:24:40,"BOGOTÁ, D. C.",MEDELLÍN,2023-10-16 17:04:12,Antioquia,MEDELLÍN,2024-05-13 19:56:46,Registro de informacion formal
291,sdv-id-nWhNqp,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2022-06-11 16:01:38,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-06-12 23:58:58,Antioquia,MEDELLÍN,2022-12-23 17:47:58,Antioquia,MEDELLÍN,2024-02-28 21:03:53,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
292,sdv-id-LxsxOE,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-04-13 15:47:18,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-04-25 04:03:12,"BOGOTÁ, D. C.",MEDELLÍN,2024-07-19 08:38:02,Antioquia,MEDELLÍN,2025-05-04 13:46:56,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
293,sdv-id-JbNqyu,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-13 02:21:07,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-10-05 22:48:29,Antioquia,MEDELLÍN,2025-01-28 04:36:12,Antioquia,MEDELLÍN,2024-04-03 17:52:14,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
294,sdv-id-zUBtRQ,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,INDAGACIÓN,2025-04-21 08:16:35,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-01-12 11:02:41,Antioquia,MEDELLÍN,2023-11-12 10:57:05,Antioquia,MEDELLÍN,2025-03-04 12:29:52,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
295,sdv-id-zOwlhh,NINGUNO,BIENES MUEBLES,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-12-10 12:37:11,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-02-08 20:26:23,Antioquia,MEDELLÍN,2023-11-22 12:57:39,Antioquia,MEDELLÍN,2024-02-12 05:53:02,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
296,sdv-id-YdAWQv,NINGUNO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-09 22:30:48,2024,Ley 906,Fiscalía General de la Nación,UNIDAD RECEPTORA SAU ARAUCA,2025-04-25 03:23:08,Antioquia,MEDELLÍN,2025-04-21 12:28:22,Antioquia,MEDELLÍN,2025-03-11 10:38:05,Busqueda en bases de datos de acceso publico
297,sdv-id-AVVgSy,NINGUNO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-09-15 19:39:56,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-08-05 07:16:37,"BOGOTÁ, D. C.",MEDELLÍN,2024-08-19 22:45:20,Antioquia,MEDELLÍN,2025-08-01 06:57:22,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
298,sdv-id-zdfZBt,NINGUNO,BIENES MUEBLES,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-04-23 15:01:27,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-05-24 09:26:23,Antioquia,MEDELLÍN,2024-09-23 11:16:15,Antioquia,MEDELLÍN,2024-12-25 10:39:52,Obtención de documentos
299,sdv-id-mAbUFD,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2023-03-18 13:47:21,2024,Ley 906,Fiscalía General de la Nación,URI (UNIDAD DE REACCION INMEDIATA) - CENTRO MEDELLÍN,2023-10-31 09:40:00,Antioquia,MEDELLÍN,2021-11-04 16:02:06,Antioquia,MEDELLÍN,2024-09-11 21:30:37,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
300,sdv-id-rGwGEy,NINGUNO,OTROS,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-06 01:26:03,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-07-12 12:49:07,Antioquia,MEDELLÍN,2025-05-06 00:38:36,Antioquia,MEDELLÍN,2024-11-16 04:07:39,Registro de informacion formal
301,sdv-id-xiynVA,NINGUNO,OFRECIMIENTO DE SERVICIOS,CONTRACTUAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-17 13:12:17,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-01-26 21:56:18,Antioquia,MEDELLÍN,2025-02-20 18:29:33,Antioquia,MEDELLÍN,2025-05-27 12:37:36,Busqueda en bases de datos de acceso publico
302,sdv-id-aqLphy,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2024-08-15 04:16:42,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-11-17 08:35:01,Antioquia,MEDELLÍN,2024-01-16 01:05:47,Antioquia,MEDELLÍN,2024-03-20 12:05:56,Obtención de documentos
303,sdv-id-CDYnwD,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-05-12 22:55:54,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - PEREIRA,2025-04-09 06:48:46,Antioquia,MEDELLÍN,2024-09-18 17:08:36,Antioquia,MEDELLÍN,2025-07-28 15:16:17,Sale de fiscal intervención temprana a fiscal conocimiento
304,sdv-id-prFKPm,NINGUNO,OFRECIMIENTO DE SERVICIOS,PRÉSTAMO DE DINERO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-02-18 20:08:31,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-01-03 07:55:12,Antioquia,MEDELLÍN,2024-10-16 11:09:15,Antioquia,MEDELLÍN,2024-01-17 19:42:49,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
305,sdv-id-aTJgBg,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-10-15 11:50:38,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2024-07-23 02:08:57,Antioquia,MEDELLÍN,2024-05-20 02:37:31,Antioquia,MEDELLÍN,2025-06-15 08:03:12,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
306,sdv-id-awEBPw,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-10 10:26:27,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-03 15:28:20,Antioquia,MEDELLÍN,2024-06-30 08:00:51,Antioquia,MEDELLÍN,2025-03-22 06:23:48,Conciliacion fracasada (no se hizo - complementar con el motivo)
307,sdv-id-whrAsP,NINGUNO,OTROS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DE OFICIO (INFORMES),QUERELLABLE,2025-06-08 21:48:19,2025,Ley 906,Fiscalía General de la Nación,MEVAL-SECCIONAL DE POLICIA JUDICIAL MEDELLIN,2025-05-15 11:13:59,Antioquia,MEDELLÍN,2025-05-02 16:26:49,Antioquia,MEDELLÍN,2025-06-04 19:01:22,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
308,sdv-id-FqeUrs,NINGUNO,BIENES MUEBLES,PRÉSTAMO DE DINERO,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2022-10-01 15:49:06,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-04-24 13:57:23,Antioquia,MEDELLÍN,2023-05-19 07:00:13,Antioquia,MEDELLÍN,2025-03-30 06:58:52,Obtención de documentos
309,sdv-id-hainuA,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,NO,QUERELLA,QUERELLABLE,2024-06-09 04:54:10,2024,Ley 906,Fiscalía General de la Nación,ESTACION SABANETA                            ,2024-07-31 16:28:41,Antioquia,MEDELLÍN,2023-05-18 19:48:57,Antioquia,MEDELLÍN,2024-10-05 18:21:44,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
310,sdv-id-bctYoi,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-14 00:50:17,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-04-14 15:12:23,Antioquia,MEDELLÍN,2025-04-29 08:40:35,Antioquia,MEDELLÍN,2025-07-24 18:45:21,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
311,sdv-id-kXIUIS,NINGUNO,OFRECIMIENTO DE SERVICIOS,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-12-10 22:59:23,2024,Ley 906,Fiscalía General de la Nación,ESTACION BELLO                               ,2024-02-14 11:43:25,Antioquia,MEDELLÍN,2022-04-17 08:04:33,Antioquia,MEDELLÍN,2024-06-02 11:41:03,Registro de informacion formal
312,sdv-id-dFuAYt,AGRAVADO,OFRECIMIENTO DE SERVICIOS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,DENUNCIA,QUERELLABLE,2024-11-01 03:47:03,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-12-05 21:51:59,Antioquia,MEDELLÍN,2024-08-07 14:55:46,Antioquia,MEDELLÍN,2025-05-06 23:22:36,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
313,sdv-id-YaclwA,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-04 10:56:43,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2025-08-14 15:00:00,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2025-07-07 03:15:56,Antioquia,MEDELLÍN,2025-05-08 05:04:21,Obtención de documentos
314,sdv-id-ICtMtC,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-06 03:29:58,2025,Ley 906,Fiscalía General de la Nación,SAU (SALA DE ATENCION AL USUARIO) - CENTRO - PEREIRA,2024-08-24 14:16:46,Antioquia,MEDELLÍN,2024-04-10 05:04:02,Antioquia,MEDELLÍN,2025-06-17 22:35:25,Obtención de documentos
315,sdv-id-lSBOzW,NINGUNO,OFRECIMIENTO DE SERVICIOS,OFERTA LABORAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-14 07:11:40,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-08-14 15:00:00,Antioquia,MEDELLÍN,2025-04-16 10:09:46,Antioquia,MEDELLÍN,2025-08-15 13:10:44,Busqueda en bases de datos de acceso publico
316,sdv-id-GTTIzU,NINGUNO,BIENES MUEBLES,CONTRACTUAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-08-28 03:58:11,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-31 17:23:40,Antioquia,MEDELLÍN,2023-10-04 11:54:09,Antioquia,MEDELLÍN,2024-11-23 02:41:16,Sale de fiscal intervención temprana a fiscal conocimiento
317,sdv-id-wHmSJn,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-12 07:45:58,2024,Ley 906,Fiscalía General de la Nación,CENTRO DE CONTACTO DAUITA,2024-11-19 12:26:58,Antioquia,MEDELLÍN,2025-01-22 08:42:57,Antioquia,MEDELLÍN,2024-04-21 21:59:06,Obtención de documentos
318,sdv-id-KTmAiJ,NINGUNO,BIENES MUEBLES,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-26 00:48:33,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-09-11 14:34:26,Antioquia,MEDELLÍN,2024-02-02 09:18:43,Antioquia,MEDELLÍN,2025-08-12 09:55:13,Obtención de documentos
319,sdv-id-ZNWHNn,NINGUNO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-18 09:28:48,2025,Ley 906,Fiscalía General de la Nación,FISCALIA LOCAL TIERRALTA,2024-08-26 10:26:30,Antioquia,MEDELLÍN,2025-01-16 09:53:23,Antioquia,MEDELLÍN,2024-09-27 01:33:56,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
320,sdv-id-yjiHRj,NINGUNO,OFRECIMIENTO DE SERVICIOS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2023-12-25 08:14:54,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-02-29 17:45:04,Antioquia,MEDELLÍN,2024-10-04 14:57:29,Antioquia,MEDELLÍN,2025-01-22 05:01:32,Obtención de documentos
321,sdv-id-mkRXcd,NINGUNO,BIENES MUEBLES,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2024-11-26 18:08:48,2024,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-08-29 19:47:09,Santander,BARBOSA,2024-07-06 17:01:09,Antioquia,MEDELLÍN,2024-11-21 11:35:57,Declaración jurada
322,sdv-id-TvgDTL,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-02 02:39:46,2025,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-07-29 15:22:29,Antioquia,MANIZALES,2025-06-17 16:59:44,Antioquia,MEDELLÍN,2025-04-25 21:31:03,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
323,sdv-id-gOGGnV,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-19 11:32:31,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-10-04 08:33:31,Antioquia,MEDELLÍN,2025-05-23 06:06:58,Antioquia,MEDELLÍN,2025-07-14 14:54:29,QUERELLA PROGRAMADA PARA CONCILIACION (1A.CITA).
324,sdv-id-UpsfDw,NINGUNO,OFRECIMIENTO DE SERVICIOS,VENTA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-07-20 23:56:40,2025,Ley 906,Fiscalía General de la Nación,URI (UNIDAD DE REACCION INMEDIATA) - QUIBDO,2025-08-14 15:00:00,Antioquia,COPACABANA,2025-05-29 09:26:52,Antioquia,MEDELLÍN,2025-07-25 11:43:30,Registro de informacion formal
325,sdv-id-FoabQe,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,INDAGACIÓN,2022-09-30 08:46:31,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2023-03-22 03:49:01,"BOGOTÁ, D. C.",MEDELLÍN,2022-01-18 02:56:10,Antioquia,MEDELLÍN,2025-07-24 00:21:32,Programa metodológico
326,sdv-id-wyojVS,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-02-19 04:25:03,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2024-11-20 00:36:27,Antioquia,MEDELLÍN,2024-07-04 01:43:26,Antioquia,MEDELLÍN,2025-08-15 07:53:12,Busqueda en bases de datos de acceso publico
327,sdv-id-SCjyGY,NINGUNO,OFRECIMIENTO DE SERVICIOS,COMPRA,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-06-23 06:47:43,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-05-27 18:39:09,Antioquia,MEDELLÍN,2025-01-06 12:48:15,Antioquia,MEDELLÍN,2025-08-14 18:13:58,Obtención de documentos
328,sdv-id-aHExrq,NINGUNO,OTROS,INVERSIÓN,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2023-09-22 06:01:02,2024,Ley 906,Fiscalía General de la Nación,UNIDAD DE FISCALIA LOCAL - VELEZ,2023-12-19 09:26:09,Chocó,MEDELLÍN,2023-04-10 08:59:54,Antioquia,MEDELLÍN,2025-04-20 04:05:26,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
329,sdv-id-BXGCLf,NINGUNO,BIENES MUEBLES,TRÁMITES ADMINISTRATIVOS,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2022-10-13 10:28:41,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2023-12-16 05:32:31,Antioquia,MEDELLÍN,2022-03-22 02:41:21,Antioquia,MEDELLÍN,2023-11-22 20:54:37,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
330,sdv-id-iuxwnl,NINGUNO,OFRECIMIENTO DE SERVICIOS,ACUERDO COMERCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-03-09 15:20:03,2025,Ley 906,Fiscalía General de la Nación,OFICINA DE ASIGNACIONES - MEDELLIN - ANTIOQUIA,2025-02-18 04:26:49,Antioquia,TUNJA,2025-05-24 19:53:25,Antioquia,MEDELLÍN,2025-07-28 01:29:58,Registro de informacion formal
331,sdv-id-JLnocI,NINGUNO,OTROS,SIMULACIÓN DE PERFILES POR RED SOCIAL,DELITOS CONTRA EL PATRIMONIO ECONOMICO,ESTAFA. ART. 246 C.P.,SI,QUERELLA,QUERELLABLE,2025-01-21 17:59:47,2024,Ley 906,Fiscalía General de la Nación,SALA DE DENUNCIAS CARIBE,2025-04-16 14:02:40,Antioquia,MEDELLÍN,2025-02-22 00:18:20,"BOGOTÁ, D. C.",MEDELLÍN,2024-11-14 22:10:07,SOLICITUD A DENUNCIANTE DE INFORMACIÓN ADICIONAL
